| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:68:16:68:32               | wrap                            |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:68:21:68:31               | wrap(V)                                                      | makeObject                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:67:28:67:37               | BaseKeyedPooledObjectFactory               | wrap                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:102:37:102:40       | BaseKeyedPooledObjectFactory                |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:304:9:308:37                             | assertThrows                    |    3 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:307:17:308:36                            | assertThrows(Class<T>, Executable, String)                   | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | assertThrows                    | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0               | Assertions                                  |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:306:23:306:93                            | erodingPool                     |    3 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:306:45:306:82                            | erodingPool(KeyedObjectPool<K,V>, float, boolean)            | execute                                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:306:17:306:93                            | new Executable(...) { ... }                | erodingPool                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:1320:48:1320:58                        | PoolUtils                                   |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:306:23:306:93                            | erodingPool                     |    3 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:306:85:306:86                            | erodingPool(KeyedObjectPool<K,V>, float, boolean)            | execute                                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:306:17:306:93                            | new Executable(...) { ... }                | erodingPool                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:1320:48:1320:58                        | PoolUtils                                   |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:306:23:306:93                            | erodingPool                     |    3 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:306:89:306:92                            | erodingPool(KeyedObjectPool<K,V>, float, boolean)            | execute                                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:306:17:306:93                            | new Executable(...) { ... }                | erodingPool                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:1320:48:1320:58                        | PoolUtils                                   |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:310:9:314:35                             | assertThrows                    |    3 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:311:17:311:46                            | assertThrows(Class<T>, Executable, String)                   | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | assertThrows                    | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0               | Assertions                                  |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:310:9:314:35                             | assertThrows                    |    3 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:312:17:312:93                            | assertThrows(Class<T>, Executable, String)                   | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | assertThrows                    | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0               | Assertions                                  |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:310:9:314:35                             | assertThrows                    |    3 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:313:17:314:34                            | assertThrows(Class<T>, Executable, String)                   | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | assertThrows                    | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0               | Assertions                                  |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:312:23:312:93                            | erodingPool                     |    3 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:312:45:312:82                            | erodingPool(KeyedObjectPool<K,V>, float, boolean)            | execute                                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:312:17:312:93                            | new Executable(...) { ... }                | erodingPool                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:1320:48:1320:58                        | PoolUtils                                   |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:312:23:312:93                            | erodingPool                     |    3 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:312:85:312:86                            | erodingPool(KeyedObjectPool<K,V>, float, boolean)            | execute                                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:312:17:312:93                            | new Executable(...) { ... }                | erodingPool                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:1320:48:1320:58                        | PoolUtils                                   |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:312:23:312:93                            | erodingPool                     |    3 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:312:89:312:92                            | erodingPool(KeyedObjectPool<K,V>, float, boolean)            | execute                                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:312:17:312:93                            | new Executable(...) { ... }                | erodingPool                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:1320:48:1320:58                        | PoolUtils                                   |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:334:25:335:90                            | erodingPool                     |    3 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:335:33:335:75                            | erodingPool(KeyedObjectPool<K,V>, float, boolean)            | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | erodingPool                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:1320:48:1320:58                        | PoolUtils                                   |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:334:25:335:90                            | erodingPool                     |    3 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:335:78:335:83                            | erodingPool(KeyedObjectPool<K,V>, float, boolean)            | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | erodingPool                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:1320:48:1320:58                        | PoolUtils                                   |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:334:25:335:90                            | erodingPool                     |    3 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:335:86:335:89                            | erodingPool(KeyedObjectPool<K,V>, float, boolean)            | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | erodingPool                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:1320:48:1320:58                        | PoolUtils                                   |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:335:33:335:75                            | createProxy                     |    2 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:335:45:335:65                            | createProxy(Class<T>, InvocationHandler)                     | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | createProxy                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:96:26:96:36                        | TestPoolUtils                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:335:33:335:75                            | createProxy                     |    2 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:335:68:335:74                            | createProxy(Class<T>, InvocationHandler)                     | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | createProxy                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:96:26:96:36                        | TestPoolUtils                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:342:24:342:45                            | borrowObject                    |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:342:42:342:44                            | borrowObject(Object)                                         | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | borrowObject                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/target/classes/org/apache/commons/pool2/KeyedObjectPool.class:0:0:0:0                        | KeyedObjectPool<Object,Object>              |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:338:13:338:56                            | assertEquals                    |    2 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:338:26:338:40                            | assertEquals(Object, Object)                                 | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | assertEquals                    | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0               | Assertions                                  |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:338:13:338:56                            | assertEquals                    |    2 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:338:43:338:55                            | assertEquals(Object, Object)                                 | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | assertEquals                    | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0               | Assertions                                  |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:343:13:343:47                            | add                             |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:343:33:343:46                            | add(String)                                                  | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | add                             | file:///modules/java.base/java/util/List.class:0:0:0:0                                                                                                                   | List<String>                                |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:345:13:345:56                            | assertEquals                    |    2 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:345:26:345:40                            | assertEquals(Object, Object)                                 | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | assertEquals                    | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0               | Assertions                                  |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:345:13:345:56                            | assertEquals                    |    2 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:345:43:345:55                            | assertEquals(Object, Object)                                 | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | assertEquals                    | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0               | Assertions                                  |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:347:13:347:37                            | returnObject                    |    2 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:347:31:347:33                            | returnObject(Object, Object)                                 | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | returnObject                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/target/classes/org/apache/commons/pool2/KeyedObjectPool.class:0:0:0:0                        | KeyedObjectPool<Object,Object>              |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:347:13:347:37                            | returnObject                    |    2 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:347:36:347:36                            | returnObject(Object, Object)                                 | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | returnObject                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/target/classes/org/apache/commons/pool2/KeyedObjectPool.class:0:0:0:0                        | KeyedObjectPool<Object,Object>              |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:348:13:348:47                            | add                             |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:348:33:348:46                            | add(String)                                                  | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | add                             | file:///modules/java.base/java/util/List.class:0:0:0:0                                                                                                                   | List<String>                                |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:349:13:349:56                            | assertEquals                    |    2 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:349:26:349:40                            | assertEquals(Object, Object)                                 | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | assertEquals                    | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0               | Assertions                                  |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:349:13:349:56                            | assertEquals                    |    2 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:349:43:349:55                            | assertEquals(Object, Object)                                 | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | assertEquals                    | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0               | Assertions                                  |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:352:21:352:42                            | borrowObject                    |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:352:39:352:41                            | borrowObject(Object)                                         | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | borrowObject                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/target/classes/org/apache/commons/pool2/KeyedObjectPool.class:0:0:0:0                        | KeyedObjectPool<Object,Object>              |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:353:17:353:51                            | add                             |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:353:37:353:50                            | add(String)                                                  | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | add                             | file:///modules/java.base/java/util/List.class:0:0:0:0                                                                                                                   | List<String>                                |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:355:17:355:32                            | sleep                           |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:355:30:355:31                            | sleep(long)                                                  | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | sleep                           | file:///modules/java.base/java/lang/Thread.class:0:0:0:0                                                                                                                 | Thread                                      |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:357:17:357:41                            | returnObject                    |    2 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:357:35:357:37                            | returnObject(Object, Object)                                 | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | returnObject                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/target/classes/org/apache/commons/pool2/KeyedObjectPool.class:0:0:0:0                        | KeyedObjectPool<Object,Object>              |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:357:17:357:41                            | returnObject                    |    2 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:357:40:357:40                            | returnObject(Object, Object)                                 | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | returnObject                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/target/classes/org/apache/commons/pool2/KeyedObjectPool.class:0:0:0:0                        | KeyedObjectPool<Object,Object>              |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:358:17:358:51                            | add                             |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:358:37:358:50                            | add(String)                                                  | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | add                             | file:///modules/java.base/java/util/List.class:0:0:0:0                                                                                                                   | List<String>                                |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:360:17:360:60                            | assertEquals                    |    2 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:360:30:360:44                            | assertEquals(Object, Object)                                 | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | assertEquals                    | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0               | Assertions                                  |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:360:17:360:60                            | assertEquals                    |    2 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:360:47:360:59                            | assertEquals(Object, Object)                                 | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | assertEquals                    | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0               | Assertions                                  |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:366:13:366:31                            | sleep                           |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:366:26:366:30                            | sleep(long)                                                  | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | sleep                           | file:///modules/java.base/java/lang/Thread.class:0:0:0:0                                                                                                                 | Thread                                      |
