| CreditCardType | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/CreditCardValidator.java:184:22:184:35          | matches   | matches(String)   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/CreditCardValidator.java:196:17:196:23          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/CreditCardValidator.java:196:17:196:23          |
| EmailValidatorTest                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/EmailValidatorTest.java:34:14:34:31                       | setUp                                          | setUp()                                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/EmailValidatorTest.java:45:17:45:21                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/EmailValidatorTest.java:45:25:47:5                        |
| EmailValidatorTest                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/EmailValidatorTest.java:34:14:34:31                       | EmailValidatorTest                             | EmailValidatorTest()                                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/EmailValidatorTest.java:34:14:34:31                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/EmailValidatorTest.java:34:14:34:31                       |
| EmailValidatorTest                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/EmailValidatorTest.java:34:14:34:31                       | <clinit>                                       | <clinit>()                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/EmailValidatorTest.java:34:14:34:31                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/EmailValidatorTest.java:34:14:34:31                       |
| FloatValidator                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:63:14:63:27                           | processParsedValue                             | processParsedValue(Object, Format)                                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:228:22:228:39                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:228:73:250:5                          |
| FloatValidator                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:63:14:63:27                           | maxValue                                       | maxValue(Float, float)                                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:215:20:215:27                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:215:53:217:5                          |
| FloatValidator                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:63:14:63:27                           | maxValue                                       | maxValue(float, float)                                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:204:20:204:27                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:204:53:206:5                          |
| FloatValidator                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:63:14:63:27                           | minValue                                       | minValue(Float, float)                                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:193:20:193:27                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:193:53:195:5                          |
| FloatValidator                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:63:14:63:27                           | minValue                                       | minValue(float, float)                                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:182:20:182:27                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:182:53:184:5                          |
| FloatValidator                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:63:14:63:27                           | isInRange                                      | isInRange(Float, float, float)                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:171:20:171:28                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:171:65:173:5                          |
| FloatValidator                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:63:14:63:27                           | isInRange                                      | isInRange(float, float, float)                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:159:20:159:28                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:159:65:161:5                          |
| FloatValidator                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:63:14:63:27                           | validate                                       | validate(String, String, Locale)                                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:147:18:147:25                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:147:72:149:5                          |
| FloatValidator                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:63:14:63:27                           | validate                                       | validate(String, Locale)                                                                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:133:18:133:25                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:133:56:135:5                          |
| FloatValidator                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:63:14:63:27                           | validate                                       | validate(String, String)                                                                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:122:18:122:25                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:122:57:124:5                          |
| FloatValidator                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:63:14:63:27                           | validate                                       | validate(String)                                                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:111:18:111:25                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:111:41:113:5                          |
| FloatValidator                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:63:14:63:27                           | FloatValidator                                 | FloatValidator(boolean, int)                                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:101:12:101:25                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:101:59:103:5                          |
| FloatValidator                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:63:14:63:27                           | FloatValidator                                 | FloatValidator()                                                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:79:12:79:25                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:79:29:81:5                            |
| FloatValidator                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:63:14:63:27                           | getInstance                                    | getInstance()                                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:74:34:74:44                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:74:48:76:5                            |
| FloatValidator                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:63:14:63:27                           | <clinit>                                       | <clinit>()                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:63:14:63:27                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/FloatValidator.java:63:14:63:27                           |
| FloatValidatorTest                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/FloatValidatorTest.java:27:14:27:31                       | testFloatRangeMinMax                           | testFloatRangeMinMax()                                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/FloatValidatorTest.java:155:17:155:36                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/FloatValidatorTest.java:155:40:177:5                      |
| FloatValidatorTest                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/FloatValidatorTest.java:27:14:27:31                       | testFloatSmallestValues                        | testFloatSmallestValues()                                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/FloatValidatorTest.java:123:17:123:39                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/FloatValidatorTest.java:123:43:152:5                      |
| FloatValidatorTest                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/FloatValidatorTest.java:27:14:27:31                       | testFloatValidatorMethods                      | testFloatValidatorMethods()                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/FloatValidatorTest.java:73:17:73:41                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/FloatValidatorTest.java:73:45:117:5                       |
| FloatValidatorTest                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/FloatValidatorTest.java:27:14:27:31                       | setUp                                          | setUp()                                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/FloatValidatorTest.java:39:20:39:24                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/FloatValidatorTest.java:39:45:70:5                        |
| FloatValidatorTest                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/FloatValidatorTest.java:27:14:27:31                       | FloatValidatorTest                             | FloatValidatorTest(String)                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/FloatValidatorTest.java:34:12:34:29                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/FloatValidatorTest.java:34:44:36:5                        |
| Validator                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:35:25:35:33                            | Validator                                      | Validator(String, int, String)                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:58:16:58:24                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:58:61:81:9                             |
| Validator                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:35:25:35:33                            | <clinit>                                       | <clinit>()                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:35:25:35:33                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:35:25:35:33                            |
| IBANValidator                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:30:14:30:26                            | setValidator                                   | setValidator(String, int, String)                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:297:22:297:33                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:297:82:305:5                           |
| IBANValidator                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:30:14:30:26                            | setValidator                                   | setValidator(Validator)                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:279:22:279:33                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:279:56:284:5                           |
| IBANValidator                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:30:14:30:26                            | getValidator                                   | getValidator(String)                                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:264:22:264:33                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:264:48:270:5                           |
| IBANValidator                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:30:14:30:26                            | getDefaultValidators                           | getDefaultValidators()                                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:254:24:254:43                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:254:47:256:5                           |
| IBANValidator                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:30:14:30:26                            | hasValidator                                   | hasValidator(String)                                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:245:20:245:31                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:245:46:247:5                           |
| IBANValidator                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:30:14:30:26                            | isValid                                        | isValid(String)                                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:229:20:229:26                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:229:41:237:5                           |
| IBANValidator                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:30:14:30:26                            | IBANValidator                                  | IBANValidator(Validator[])                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:211:12:211:24                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:211:49:213:5                           |
| IBANValidator                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:30:14:30:26                            | IBANValidator                                  | IBANValidator()                                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:202:12:202:24                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:202:28:204:5                           |
| IBANValidator                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:30:14:30:26                            | getInstance                                    | getInstance()                                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:197:33:197:43                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:197:47:199:5                           |
| IBANValidator                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:30:14:30:26                            | createValidators                               | createValidators(Validator[])                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:215:36:215:51                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:215:76:221:5                           |
| IBANValidator                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:30:14:30:26                            | <clinit>                                       | <clinit>()                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:30:14:30:26                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:30:14:30:26                            |
| IBANValidatorTest                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:37:14:37:30                        | testSorted                                     | testSorted()                                                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:216:17:216:26                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:216:30:225:5                       |
| IBANValidatorTest                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:37:14:37:30                        | testSetValidatorLen_1                          | testSetValidatorLen_1()                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:209:17:209:37                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:209:41:213:5                       |
| IBANValidatorTest                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:37:14:37:30                        | testSetValidatorLen35                          | testSetValidatorLen35()                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:202:17:202:37                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:202:41:206:5                       |
| IBANValidatorTest                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:37:14:37:30                        | testSetValidatorLen7                           | testSetValidatorLen7()                                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:196:17:196:36                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:196:40:199:5                       |
| IBANValidatorTest                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:37:14:37:30                        | testSetValidatorLC                             | testSetValidatorLC()                                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:190:17:190:34                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:190:38:193:5                       |
| IBANValidatorTest                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:37:14:37:30                        | testSetDefaultValidator2                       | testSetDefaultValidator2()                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:185:17:185:40                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:185:44:187:5                       |
| IBANValidatorTest                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:37:14:37:30                        | testSetDefaultValidator1                       | testSetDefaultValidator1()                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:180:17:180:40                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:180:44:182:5                       |
| IBANValidatorTest                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:37:14:37:30                        | testGetValidator                               | testGetValidator()                                                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:174:17:174:32                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:174:36:177:5                       |
| IBANValidatorTest                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:37:14:37:30                        | testHasValidator                               | testHasValidator()                                                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:168:17:168:32                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:168:36:171:5                       |
| IBANValidatorTest                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:37:14:37:30                        | testNull                                       | testNull()                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:163:17:163:24                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:163:28:165:5                       |
| IBANValidatorTest                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:37:14:37:30                        | testInValid                                    | testInValid()                                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:156:17:156:27                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:156:31:160:5                       |
| IBANValidatorTest                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:37:14:37:30                        | testValid                                      | testValid()                                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:147:17:147:25                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:147:29:153:5                       |
| IBANValidatorTest                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:37:14:37:30                        | IBANValidatorTest                              | IBANValidatorTest()                                                                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:37:14:37:30                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:37:14:37:30                        |
| IBANValidatorTest                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:37:14:37:30                        | fmtRE                                          | fmtRE(String, int)                                                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:265:27:265:31                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:265:64:299:5                       |
