| setFileItemFactory | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/FileUpload.java:75:17:75:34                | setFileItemFactory | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/FileUploadBase.java:139:26:139:43    | FileUploadBase      |
| close              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:140:17:140:21 | close              | file:///modules/java.base/java/io/FilterInputStream.class:0:0:0:0                                                                                                  | AutoCloseable       |
| close              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:140:17:140:21 | close              | file:///modules/java.base/java/io/FilterInputStream.class:0:0:0:0                                                                                                  | InputStream         |
| close              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:140:17:140:21 | close              | file:///modules/java.base/java/io/FilterInputStream.class:0:0:0:0                                                                                                  | Closeable           |
| close              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:140:17:140:21 | close              | file:///modules/java.base/java/io/FilterInputStream.class:0:0:0:0                                                                                                  | FilterInputStream   |
| close              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:140:17:140:21 | close              | file:///modules/java.base/java/io/FilterInputStream.class:0:0:0:0                                                                                                  | Closeable           |
| close              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:140:17:140:21 | close              | file:///modules/java.base/java/io/InputStream.class:0:0:0:0                                                                                                        | AutoCloseable       |
| close              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:140:17:140:21 | close              | file:///modules/java.base/java/io/InputStream.class:0:0:0:0                                                                                                        | InputStream         |
| close              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:140:17:140:21 | close              | file:///modules/java.base/java/io/InputStream.class:0:0:0:0                                                                                                        | Closeable           |
| close              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:140:17:140:21 | close              | file:///modules/java.base/java/io/InputStream.class:0:0:0:0                                                                                                        | FilterInputStream   |
| close              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:140:17:140:21 | close              | file:///modules/java.base/java/io/InputStream.class:0:0:0:0                                                                                                        | Closeable           |
| close              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:140:17:140:21 | close              | file:///modules/java.base/java/lang/AutoCloseable.class:0:0:0:0                                                                                                    | AutoCloseable       |
| close              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:140:17:140:21 | close              | file:///modules/java.base/java/lang/AutoCloseable.class:0:0:0:0                                                                                                    | InputStream         |
| close              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:140:17:140:21 | close              | file:///modules/java.base/java/lang/AutoCloseable.class:0:0:0:0                                                                                                    | Closeable           |
| close              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:140:17:140:21 | close              | file:///modules/java.base/java/lang/AutoCloseable.class:0:0:0:0                                                                                                    | FilterInputStream   |
| close              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:140:17:140:21 | close              | file:///modules/java.base/java/lang/AutoCloseable.class:0:0:0:0                                                                                                    | Closeable           |
| close              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:140:17:140:21 | close              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/Closeable.java:29:10:29:14      | AutoCloseable       |
| close              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:140:17:140:21 | close              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/Closeable.java:29:10:29:14      | InputStream         |
| close              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:140:17:140:21 | close              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/Closeable.java:29:10:29:14      | Closeable           |
| close              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:140:17:140:21 | close              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/Closeable.java:29:10:29:14      | FilterInputStream   |
| close              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:140:17:140:21 | close              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/Closeable.java:29:10:29:14      | Closeable           |
| isClosed           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:128:20:128:27 | isClosed           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/Closeable.java:37:13:37:20      | Closeable           |
| read               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:112:16:112:19 | read               | file:///modules/java.base/java/io/FilterInputStream.class:0:0:0:0                                                                                                  | InputStream         |
| read               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:112:16:112:19 | read               | file:///modules/java.base/java/io/FilterInputStream.class:0:0:0:0                                                                                                  | FilterInputStream   |
| read               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:112:16:112:19 | read               | file:///modules/java.base/java/io/InputStream.class:0:0:0:0                                                                                                        | InputStream         |
| read               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:112:16:112:19 | read               | file:///modules/java.base/java/io/InputStream.class:0:0:0:0                                                                                                        | FilterInputStream   |
| read               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:112:16:112:19 | read               | file:///modules/java.base/java/io/FilterInputStream.class:0:0:0:0                                                                                                  | InputStream         |
| read               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:112:16:112:19 | read               | file:///modules/java.base/java/io/FilterInputStream.class:0:0:0:0                                                                                                  | FilterInputStream   |
| read               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:112:16:112:19 | read               | file:///modules/java.base/java/io/InputStream.class:0:0:0:0                                                                                                        | InputStream         |
| read               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:112:16:112:19 | read               | file:///modules/java.base/java/io/InputStream.class:0:0:0:0                                                                                                        | FilterInputStream   |
| read               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:84:16:84:19   | read               | file:///modules/java.base/java/io/FilterInputStream.class:0:0:0:0                                                                                                  | InputStream         |
| read               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:84:16:84:19   | read               | file:///modules/java.base/java/io/FilterInputStream.class:0:0:0:0                                                                                                  | FilterInputStream   |
| read               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:84:16:84:19   | read               | file:///modules/java.base/java/io/InputStream.class:0:0:0:0                                                                                                        | InputStream         |
| read               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:84:16:84:19   | read               | file:///modules/java.base/java/io/InputStream.class:0:0:0:0                                                                                                        | FilterInputStream   |
| read               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:84:16:84:19   | read               | file:///modules/java.base/java/io/FilterInputStream.class:0:0:0:0                                                                                                  | InputStream         |
| read               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:84:16:84:19   | read               | file:///modules/java.base/java/io/FilterInputStream.class:0:0:0:0                                                                                                  | FilterInputStream   |
| read               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:84:16:84:19   | read               | file:///modules/java.base/java/io/InputStream.class:0:0:0:0                                                                                                        | InputStream         |
| read               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-fileupload/src/main/java/org/apache/commons/fileupload/util/LimitedInputStream.java:84:16:84:19   | read               | file:///modules/java.base/java/io/InputStream.class:0:0:0:0                                                                                                        | FilterInputStream   |
