| AltCharSequence                                             | subSequence                                        | start                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/AltCharSequence.java:32:25:32:35                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/AltCharSequence.java:32:57:34:5                                     |
| Types                                                       | equal                                              | obj1                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:787:28:787:32                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:787:60:789:5                                             |
| Types                                                       | equal                                              | obj2                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:787:28:787:32                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:787:60:789:5                                             |
| Types                                                       | format                                             | template             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:755:27:755:32                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:755:67:785:5                                             |
| Types                                                       | format                                             | args                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:755:27:755:32                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:755:67:785:5                                             |
| Types                                                       | checkArgument1                                     | expression           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:742:25:742:38                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:742:81:746:5                                             |
| Types                                                       | checkArgument1                                     | errorMessage         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:742:25:742:38                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:742:81:746:5                                             |
| Types                                                       | checkArgument0                                     | expression           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:736:25:736:38                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:736:60:740:5                                             |
| Types                                                       | checkNotNull                                       | reference            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:729:26:729:37                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:729:52:734:5                                             |
| Types                                                       | disallowPrimitiveType                              | types                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:579:25:579:45                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:579:76:586:5                                             |
| Types                                                       | disallowPrimitiveType                              | usedAs               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:579:25:579:45                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:579:76:586:5                                             |
| Types                                                       | filterUpperBounds                                  | bounds               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:569:31:569:47                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:569:68:577:5                                             |
| Types                                                       | toArray                                            | types                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:565:27:565:33                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:565:59:567:5                                             |
| Types                                                       | newProxy                                           | interfaceType        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:388:26:388:33                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:388:86:395:5                                             |
| Types                                                       | newProxy                                           | handler              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:388:26:388:33                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:388:86:395:5                                             |
| Types                                                       | newTypeVariableImpl                                | genericDeclaration   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:378:67:378:85                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:379:63:386:5                                             |
| Types                                                       | newTypeVariableImpl                                | name                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:378:67:378:85                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:379:63:386:5                                             |
| Types                                                       | newTypeVariableImpl                                | bounds               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:378:67:378:85                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:379:63:386:5                                             |
| Types                                                       | subtypeOfComponentType                             | bounds               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:255:25:255:46                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:255:63:269:5                                             |
| GenericArrayTypeImpl                                        | equals                                             | obj                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:295:24:295:29                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:295:43:301:9                                             |
| GenericArrayTypeImpl                                        | GenericArrayTypeImpl                               | componentType        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:275:9:275:28                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:275:50:277:9                                             |
| JavaVersion                                                 | usedInGenericType1                                 | types                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:704:20:704:37                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:704:53:710:9                                             |
| JavaVersion                                                 | typeName                                           | type                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:696:16:696:23                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:696:36:698:9                                             |
| ParameterizedTypeImpl                                       | equals                                             | other                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:365:24:365:29                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:365:45:373:9                                             |
| ParameterizedTypeImpl                                       | ParameterizedTypeImpl                              | ownerType            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:312:9:312:29                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:312:87:319:9                                             |
| ParameterizedTypeImpl                                       | ParameterizedTypeImpl                              | rawType              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:312:9:312:29                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:312:87:319:9                                             |
| ParameterizedTypeImpl                                       | ParameterizedTypeImpl                              | typeArguments        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:312:9:312:29                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:312:87:319:9                                             |
| TypeVariableImpl                                            | equals                                             | obj                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:488:24:488:29                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:488:43:510:9                                             |
| TypeVariableImpl                                            | TypeVariableImpl                                   | genericDeclaration   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:462:9:462:24                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:462:76:467:9                                             |
| TypeVariableImpl                                            | TypeVariableImpl                                   | name                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:462:9:462:24                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:462:76:467:9                                             |
| TypeVariableImpl                                            | TypeVariableImpl                                   | bounds               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:462:9:462:24                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:462:76:467:9                                             |
| TypeVariableInvocationHandler                               | invoke                                             | proxy                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:441:23:441:28                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:441:91:453:9                                             |
| TypeVariableInvocationHandler                               | invoke                                             | method               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:441:23:441:28                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:441:91:453:9                                             |
| TypeVariableInvocationHandler                               | invoke                                             | args                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:441:23:441:28                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:441:91:453:9                                             |
| TypeVariableInvocationHandler                               | TypeVariableInvocationHandler                      | typeVariableImpl     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:436:9:436:37                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:436:77:438:9                                             |
| TypeVisitor                                                 | visitWildcardType                                  | t                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:248:14:248:30                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:248:48:248:49                                            |
| TypeVisitor                                                 | visitTypeVariable                                  | t                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:246:14:246:30                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:246:51:246:52                                            |
| TypeVisitor                                                 | visitParameterizedType                             | t                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:244:14:244:35                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:244:58:244:59                                            |
| TypeVisitor                                                 | visitGenericArrayType                              | t                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:242:14:242:34                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:242:56:242:57                                            |
| TypeVisitor                                                 | visitClass                                         | t                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:240:14:240:23                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:240:37:240:38                                            |
| TypeVisitor                                                 | visit                                              | types                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:211:27:211:31                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:211:48:238:9                                             |
| WildcardTypeImpl                                            | equals                                             | obj                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:536:24:536:29                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:536:43:543:9                                             |
| WildcardTypeImpl                                            | WildcardTypeImpl                                   | lowerBounds          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:518:9:518:24                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:518:66:523:9                                             |
| WildcardTypeImpl                                            | WildcardTypeImpl                                   | upperBounds          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:518:9:518:24                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:518:66:523:9                                             |
| ValidityStringConverter                                     | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/ValidityStringConverter.java:43:21:43:37                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/ValidityStringConverter.java:43:82:48:5                             |
| ValidityStringConverter                                     | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/ValidityStringConverter.java:43:21:43:37                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/ValidityStringConverter.java:43:82:48:5                             |
| ValidityStringConverter                                     | convertToString                                    | object               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/ValidityStringConverter.java:31:19:31:33                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/ValidityStringConverter.java:31:52:33:5                             |
| BooleanArrayStringConverterFactory                          | findConverter                                      | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanArrayStringConverterFactory.java:50:31:50:43         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanArrayStringConverterFactory.java:50:59:55:5          |
| BooleanObjectArrayStringConverterFactory                    | findConverter                                      | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanObjectArrayStringConverterFactory.java:51:31:51:43   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanObjectArrayStringConverterFactory.java:51:59:56:5    |
| ByteObjectArrayStringConverterFactory                       | findConverter                                      | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/ByteObjectArrayStringConverterFactory.java:51:31:51:43      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/ByteObjectArrayStringConverterFactory.java:51:59:56:5       |
| CharObjectArrayStringConverterFactory                       | findConverter                                      | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/CharObjectArrayStringConverterFactory.java:53:31:53:43      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/CharObjectArrayStringConverterFactory.java:53:59:58:5       |
| NumericArrayStringConverterFactory                          | findConverter                                      | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:50:31:50:43         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericArrayStringConverterFactory.java:50:59:69:5          |
| NumericObjectArrayStringConverterFactory                    | findConverter                                      | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:51:31:51:43   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/NumericObjectArrayStringConverterFactory.java:51:59:70:5    |
| Test1Class                                                  | Test1Class                                         | amount               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/test1/Test1Class.java:32:12:32:21                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/test1/Test1Class.java:32:35:34:5                                    |
| Test1Class                                                  | parse                                              | amount               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/test1/Test1Class.java:27:30:27:34                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/test1/Test1Class.java:27:51:30:5                                    |
| Test2Class                                                  | Test2Class                                         | amount               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/test2/Test2Class.java:24:12:24:21                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/test2/Test2Class.java:24:35:26:5                                    |
| Test2Factory                                                | parse                                              | amount               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/test2/Test2Factory.java:24:30:24:34                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/test2/Test2Factory.java:24:51:27:5                                  |
| Test3Class                                                  | Test3Class                                         | amount               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/test3/Test3Class.java:24:12:24:21                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/test3/Test3Class.java:24:35:26:5                                    |
| Test3SuperClass                                             | parse                                              | amount               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/test3/Test3SuperClass.java:25:35:25:39                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/test3/Test3SuperClass.java:25:56:28:5                               |
| Test3Factory                                                | parse                                              | amount               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/test3/Test3Factory.java:24:34:24:38                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/test3/Test3Factory.java:24:55:26:5                                  |
| Test4Class                                                  | Test4Class                                         | amount               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/test4/Test4Class.java:24:12:24:21                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/test4/Test4Class.java:24:35:26:5                                    |
| Test4Factory                                                | parseClass                                         | amount               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/test4/Test4Factory.java:30:30:30:39                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/test4/Test4Factory.java:30:56:33:5                                  |
| Test4Factory                                                | parseInterface                                     | amount               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/test4/Test4Factory.java:24:34:24:47                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/test4/Test4Factory.java:24:64:27:5                                  |
| new JDKStringConverter(...) { ... }                         | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:45:23:45:39                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:45:67:47:9                                  |
| new JDKStringConverter(...) { ... }                         | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:45:23:45:39                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:45:67:47:9                                  |
| new JDKStringConverter(...) { ... }                         |                                                    | type                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:43:5:43:10                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:43:5:43:10                                  |
| new JDKStringConverter(...) { ... }                         | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:52:23:52:39                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:52:67:54:9                                  |
| new JDKStringConverter(...) { ... }                         | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:52:23:52:39                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:52:67:54:9                                  |
| new JDKStringConverter(...) { ... }                         |                                                    | type                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:50:5:50:17                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:50:5:50:17                                  |
| new JDKStringConverter(...) { ... }                         | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:59:23:59:39                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:59:67:61:9                                  |
| new JDKStringConverter(...) { ... }                         | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:59:23:59:39                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:59:67:61:9                                  |
| new JDKStringConverter(...) { ... }                         |                                                    | type                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:57:5:57:17                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:57:5:57:17                                  |
| new JDKStringConverter(...) { ... }                         | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:66:23:66:39                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:66:67:68:9                                  |
| new JDKStringConverter(...) { ... }                         | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:66:23:66:39                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:66:67:68:9                                  |
| new JDKStringConverter(...) { ... }                         |                                                    | type                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:64:5:64:18                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:64:5:64:18                                  |
| new JDKStringConverter(...) { ... }                         | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:73:23:73:39                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:73:67:75:9                                  |
| new JDKStringConverter(...) { ... }                         | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:73:23:73:39                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:73:67:75:9                                  |
| new JDKStringConverter(...) { ... }                         |                                                    | type                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:71:5:71:8                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:71:5:71:8                                   |
