| subSequence                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/AltCharSequence.java:32:25:32:35                                    | subSequence                | file:///9A/java.base/java/lang/CharSequence.sig:0:0:0:0                                                                                                        | CharSequence                               |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:261:23:261:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:417:19:417:33   | ToStringConverter<Object>                  |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:261:23:261:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | JDKStringConverter                         |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:261:23:261:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | ToStringConverter<Object>                  |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:261:23:261:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:417:19:417:33   | JDKStringConverter                         |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:261:23:261:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:417:19:417:33   | ToStringConverter<Object>                  |
| convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:273:23:273:39                               | convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/FromStringConverter.class:0:0:0:0      | FromStringConverter<Object>                |
| convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:280:23:280:39                               | convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/FromStringConverter.class:0:0:0:0      | FromStringConverter<Object>                |
| convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:291:23:291:39                               | convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/FromStringConverter.class:0:0:0:0      | FromStringConverter<Object>                |
| convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:303:23:303:39                               | convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/FromStringConverter.class:0:0:0:0      | FromStringConverter<Object>                |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:298:23:298:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | JDKStringConverter                         |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:298:23:298:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | ToStringConverter<Object>                  |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:298:23:298:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:417:19:417:33   | JDKStringConverter                         |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:298:23:298:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:417:19:417:33   | ToStringConverter<Object>                  |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:298:23:298:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | JDKStringConverter                         |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:298:23:298:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | ToStringConverter<Object>                  |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:298:23:298:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:417:19:417:33   | JDKStringConverter                         |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:298:23:298:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:417:19:417:33   | ToStringConverter<Object>                  |
| convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:314:23:314:39                               | convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/FromStringConverter.class:0:0:0:0      | FromStringConverter<Object>                |
| convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:328:23:328:39                               | convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/FromStringConverter.class:0:0:0:0      | FromStringConverter<Object>                |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:321:23:321:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | JDKStringConverter                         |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:321:23:321:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | ToStringConverter<Object>                  |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:321:23:321:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:417:19:417:33   | JDKStringConverter                         |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:321:23:321:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:417:19:417:33   | ToStringConverter<Object>                  |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:321:23:321:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | JDKStringConverter                         |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:321:23:321:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | ToStringConverter<Object>                  |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:321:23:321:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:417:19:417:33   | JDKStringConverter                         |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:321:23:321:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:417:19:417:33   | ToStringConverter<Object>                  |
| convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:362:23:362:39                               | convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/FromStringConverter.class:0:0:0:0      | FromStringConverter<Object>                |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:344:23:344:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | JDKStringConverter                         |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:344:23:344:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | ToStringConverter<Object>                  |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:344:23:344:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:417:19:417:33   | JDKStringConverter                         |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:344:23:344:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:417:19:417:33   | ToStringConverter<Object>                  |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:344:23:344:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | JDKStringConverter                         |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:344:23:344:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | ToStringConverter<Object>                  |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:344:23:344:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:417:19:417:33   | JDKStringConverter                         |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:344:23:344:37                               | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/JDKStringConverter.java:417:19:417:33   | ToStringConverter<Object>                  |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:74:33:74:48                                      | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<Object>               |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:74:33:74:48                                      | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<Object>           |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:74:33:74:48                                      | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<Object>               |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:74:33:74:48                                      | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<Object>           |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:74:33:74:48                                      | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<Object>               |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:74:33:74:48                                      | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<Object>           |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:74:33:74:48                                      | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<Object>               |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:74:33:74:48                                      | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<Object>           |
| convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:69:31:69:47                                      | convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/FromStringConverter.class:0:0:0:0      | FromStringConverter<Object>                |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:64:31:64:45                                      | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | ToStringConverter<Object>                  |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:735:37:735:52                                    | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<T>                    |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:735:37:735:52                                    | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<T>                |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:735:37:735:52                                    | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<T>                    |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:735:37:735:52                                    | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<T>                |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:735:37:735:52                                    | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<T>                    |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:735:37:735:52                                    | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<T>                |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:735:37:735:52                                    | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<T>                    |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:735:37:735:52                                    | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<T>                |
| convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:730:30:730:46                                    | convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/FromStringConverter.class:0:0:0:0      | FromStringConverter<T>                     |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:725:35:725:49                                    | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | ToStringConverter<T>                       |
| getOwnerType               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:107:22:107:33                                            | getOwnerType               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:123:27:123:38                | ClassOwnership                             |
| getOwnerType               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:114:22:114:33                                            | getOwnerType               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:123:27:123:38                | ClassOwnership                             |
| visitClass                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:195:18:195:27                                            | visitClass                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:240:14:240:23                | TypeVisitor                                |
| visitGenericArrayType      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:190:18:190:38                                            | visitGenericArrayType      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:242:14:242:34                | TypeVisitor                                |
| visitWildcardType          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:185:18:185:34                                            | visitWildcardType          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:248:14:248:30                | TypeVisitor                                |
| visitTypeVariable          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:180:18:180:34                                            | visitTypeVariable          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:246:14:246:30                | TypeVisitor                                |
| usedInGenericType0         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:601:18:601:35                                            | usedInGenericType0         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:694:23:694:40                | JavaVersion                                |
| newArrayType               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:596:30:596:41                                            | newArrayType               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:692:23:692:34                | JavaVersion                                |
| usedInGenericType0         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:623:18:623:35                                            | usedInGenericType0         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:694:23:694:40                | JavaVersion                                |
| newArrayType               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:614:18:614:29                                            | newArrayType               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:692:23:692:34                | JavaVersion                                |
| typeName                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:639:20:639:27                                            | typeName                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:696:16:696:23                | JavaVersion                                |
| usedInGenericType0         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:634:18:634:35                                            | usedInGenericType0         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:694:23:694:40                | JavaVersion                                |
| newArrayType               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:629:18:629:29                                            | newArrayType               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:692:23:692:34                | JavaVersion                                |
| jdkTypeDuplicatesOwnerName | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:669:21:669:46                                            | jdkTypeDuplicatesOwnerName | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:700:17:700:42                | JavaVersion                                |
| typeName                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:664:20:664:27                                            | typeName                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:696:16:696:23                | JavaVersion                                |
| usedInGenericType0         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:659:18:659:35                                            | usedInGenericType0         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:694:23:694:40                | JavaVersion                                |
| newArrayType               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:654:18:654:29                                            | newArrayType               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/Types.java:692:23:692:34                | JavaVersion                                |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanArrayStringConverterFactory.java:97:29:97:44         | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<boolean[]>            |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanArrayStringConverterFactory.java:97:29:97:44         | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<boolean[]>        |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanArrayStringConverterFactory.java:97:29:97:44         | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<boolean[]>            |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanArrayStringConverterFactory.java:97:29:97:44         | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<boolean[]>        |
