| import BufferedInputStream                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/StreamPumper_ESTest.java:11:1:11:35                                         |
| import EvoSuiteClassExclude                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/DebugUtils_ESTest_scaffolding.java:9:1:9:60                            |
| import EvoSuiteClassExclude                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtils_ESTest_scaffolding.java:9:1:9:60                              |
| import EvoSuiteClassExclude                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest_scaffolding.java:9:1:9:60                           |
| import After                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/CommandLine_ESTest_scaffolding.java:12:1:12:23                              |
| import After                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/ExecuteException_ESTest_scaffolding.java:12:1:12:23                         |
| import After                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/DefaultExecuteResultHandler_ESTest_scaffolding.java:12:1:12:23              |
| import After                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/ExecuteWatchdog_ESTest_scaffolding.java:12:1:12:23                          |
| import After                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/InputStreamPumper_ESTest_scaffolding.java:12:1:12:23                        |
| import After                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/LogOutputStream_ESTest_scaffolding.java:12:1:12:23                          |
| import After                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:12:1:12:23                                       |
| import After                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/PumpStreamHandler_ESTest_scaffolding.java:12:1:12:23                        |
| import After                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/ShutdownHookProcessDestroyer_ESTest_scaffolding.java:12:1:12:23             |
| import After                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/StreamPumper_ESTest_scaffolding.java:12:1:12:23                             |
| import After                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/ThreadUtil_ESTest_scaffolding.java:12:1:12:23                               |
| import After                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/Watchdog_ESTest_scaffolding.java:12:1:12:23                                 |
| import After                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/environment/DefaultProcessingEnvironment_ESTest_scaffolding.java:12:1:12:23 |
| import After                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/environment/EnvironmentUtils_ESTest_scaffolding.java:12:1:12:23             |
| import After                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/environment/OpenVmsProcessingEnvironment_ESTest_scaffolding.java:12:1:12:23 |
| import After                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/CommandLauncherImpl_ESTest_scaffolding.java:12:1:12:23             |
| import After                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/CommandLauncherProxy_ESTest_scaffolding.java:12:1:12:23            |
| import After                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/Java13CommandLauncher_ESTest_scaffolding.java:12:1:12:23           |
| import After                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:12:1:12:23              |
| import After                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/VmsCommandLauncher_ESTest_scaffolding.java:12:1:12:23              |
| import After                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/WinNTCommandLauncher_ESTest_scaffolding.java:12:1:12:23            |
| import After                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/DebugUtils_ESTest_scaffolding.java:12:1:12:23                          |
| import After                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtils_ESTest_scaffolding.java:12:1:12:23                            |
| import After                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest_scaffolding.java:12:1:12:23                         |
| import Before                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/CommandLine_ESTest_scaffolding.java:11:1:11:24                              |
| import Before                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/ExecuteException_ESTest_scaffolding.java:11:1:11:24                         |
| import Before                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/DefaultExecuteResultHandler_ESTest_scaffolding.java:11:1:11:24              |
| import Before                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/ExecuteWatchdog_ESTest_scaffolding.java:11:1:11:24                          |
| import Before                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/InputStreamPumper_ESTest_scaffolding.java:11:1:11:24                        |
| import Before                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/LogOutputStream_ESTest_scaffolding.java:11:1:11:24                          |
| import Before                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:11:1:11:24                                       |
| import Before                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/PumpStreamHandler_ESTest_scaffolding.java:11:1:11:24                        |
| import Before                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/ShutdownHookProcessDestroyer_ESTest_scaffolding.java:11:1:11:24             |
| import Before                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/StreamPumper_ESTest_scaffolding.java:11:1:11:24                             |
| import Before                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/ThreadUtil_ESTest_scaffolding.java:11:1:11:24                               |
| import Before                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/Watchdog_ESTest_scaffolding.java:11:1:11:24                                 |
| import Before                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/environment/DefaultProcessingEnvironment_ESTest_scaffolding.java:11:1:11:24 |
| import Before                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/environment/EnvironmentUtils_ESTest_scaffolding.java:11:1:11:24             |
| import Before                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/environment/OpenVmsProcessingEnvironment_ESTest_scaffolding.java:11:1:11:24 |
| import Before                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/CommandLauncherImpl_ESTest_scaffolding.java:11:1:11:24             |
| import Before                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/CommandLauncherProxy_ESTest_scaffolding.java:11:1:11:24            |
| import Before                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/Java13CommandLauncher_ESTest_scaffolding.java:11:1:11:24           |
| import Before                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:11:1:11:24              |
| import Before                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/VmsCommandLauncher_ESTest_scaffolding.java:11:1:11:24              |
| import Before                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/WinNTCommandLauncher_ESTest_scaffolding.java:11:1:11:24            |
| import Before                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/DebugUtils_ESTest_scaffolding.java:11:1:11:24                          |
| import Before                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtils_ESTest_scaffolding.java:11:1:11:24                            |
| import Before                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest_scaffolding.java:11:1:11:24                         |
| import AfterClass                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/CommandLine_ESTest_scaffolding.java:13:1:13:28                              |
| import AfterClass                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/ExecuteException_ESTest_scaffolding.java:13:1:13:28                         |
| import AfterClass                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/DefaultExecuteResultHandler_ESTest_scaffolding.java:13:1:13:28              |
| import AfterClass                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/ExecuteWatchdog_ESTest_scaffolding.java:13:1:13:28                          |
| import AfterClass                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/InputStreamPumper_ESTest_scaffolding.java:13:1:13:28                        |
| import AfterClass                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:13:1:13:28                                       |
| import AfterClass                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/PumpStreamHandler_ESTest_scaffolding.java:13:1:13:28                        |
| import AfterClass                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/ShutdownHookProcessDestroyer_ESTest_scaffolding.java:13:1:13:28             |
| import AfterClass                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/StreamPumper_ESTest_scaffolding.java:13:1:13:28                             |
| import AfterClass                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/ThreadUtil_ESTest_scaffolding.java:13:1:13:28                               |
| import AfterClass                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/Watchdog_ESTest_scaffolding.java:13:1:13:28                                 |
| import AfterClass                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/environment/DefaultProcessingEnvironment_ESTest_scaffolding.java:13:1:13:28 |
| import AfterClass                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/environment/EnvironmentUtils_ESTest_scaffolding.java:13:1:13:28             |
| import AfterClass                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/environment/OpenVmsProcessingEnvironment_ESTest_scaffolding.java:13:1:13:28 |
| import AfterClass                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/CommandLauncherImpl_ESTest_scaffolding.java:13:1:13:28             |
| import AfterClass                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/CommandLauncherProxy_ESTest_scaffolding.java:13:1:13:28            |
| import AfterClass                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/Java13CommandLauncher_ESTest_scaffolding.java:13:1:13:28           |
| import AfterClass                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:13:1:13:28              |
| import AfterClass                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/VmsCommandLauncher_ESTest_scaffolding.java:13:1:13:28              |
| import AfterClass                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/WinNTCommandLauncher_ESTest_scaffolding.java:13:1:13:28            |
| import AfterClass                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/DebugUtils_ESTest_scaffolding.java:13:1:13:28                          |
| import AfterClass                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtils_ESTest_scaffolding.java:13:1:13:28                            |
| import AfterClass                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest_scaffolding.java:13:1:13:28                         |
| import BeforeClass                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/CommandLine_ESTest_scaffolding.java:10:1:10:29                              |
| import BeforeClass                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/ExecuteException_ESTest_scaffolding.java:10:1:10:29                         |
| import BeforeClass                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/DefaultExecuteResultHandler_ESTest_scaffolding.java:10:1:10:29              |
| import BeforeClass                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/ExecuteWatchdog_ESTest_scaffolding.java:10:1:10:29                          |
| import BeforeClass                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/InputStreamPumper_ESTest_scaffolding.java:10:1:10:29                        |
| import BeforeClass                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/LogOutputStream_ESTest_scaffolding.java:10:1:10:29                          |
| import BeforeClass                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/OS_ESTest_scaffolding.java:10:1:10:29                                       |
| import BeforeClass                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/PumpStreamHandler_ESTest_scaffolding.java:10:1:10:29                        |
| import BeforeClass                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/ShutdownHookProcessDestroyer_ESTest_scaffolding.java:10:1:10:29             |
| import BeforeClass                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/StreamPumper_ESTest_scaffolding.java:10:1:10:29                             |
| import BeforeClass                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/ThreadUtil_ESTest_scaffolding.java:10:1:10:29                               |
| import BeforeClass                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/Watchdog_ESTest_scaffolding.java:10:1:10:29                                 |
| import BeforeClass                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/environment/DefaultProcessingEnvironment_ESTest_scaffolding.java:10:1:10:29 |
| import BeforeClass                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/environment/EnvironmentUtils_ESTest_scaffolding.java:10:1:10:29             |
| import BeforeClass                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/environment/OpenVmsProcessingEnvironment_ESTest_scaffolding.java:10:1:10:29 |
| import BeforeClass                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/CommandLauncherImpl_ESTest_scaffolding.java:10:1:10:29             |
| import BeforeClass                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/CommandLauncherProxy_ESTest_scaffolding.java:10:1:10:29            |
| import BeforeClass                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/Java13CommandLauncher_ESTest_scaffolding.java:10:1:10:29           |
| import BeforeClass                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:10:1:10:29              |
| import BeforeClass                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/VmsCommandLauncher_ESTest_scaffolding.java:10:1:10:29              |
| import BeforeClass                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/WinNTCommandLauncher_ESTest_scaffolding.java:10:1:10:29            |
| import BeforeClass                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/DebugUtils_ESTest_scaffolding.java:10:1:10:29                          |
| import BeforeClass                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtils_ESTest_scaffolding.java:10:1:10:29                            |
| import BeforeClass                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest_scaffolding.java:10:1:10:29                         |
| import DefaultExecutor                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec36Test.java:29:1:29:47                                           |
| import DefaultExecutor                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec34Test.java:28:1:28:47                                           |
| import DefaultExecutor                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec33Test.java:25:1:25:47                                           |
| import DefaultExecutor                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec41Test.java:25:1:25:47                                           |
| import DefaultExecutor                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec49Test.java:27:1:27:47                                           |
| import DefaultExecutor                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec44Test.java:27:1:27:47                                           |
| import DefaultExecutor                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec57Test.java:25:1:25:47                                           |
| import DefaultExecutor                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec60Test.java:26:1:26:47                                           |
| import DefaultExecutor                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec62Test.java:28:1:28:47                                           |
| import DefaultExecutor                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:30:1:30:47                                           |
| import DefaultExecuteResultHandler         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/DefaultExecuteResultHandler_ESTest.java:12:1:12:59                          |
| import DefaultExecuteResultHandler         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec34Test.java:27:1:27:59                                           |
| import DefaultExecuteResultHandler         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec49Test.java:26:1:26:59                                           |
| import DefaultExecuteResultHandler         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec44Test.java:26:1:26:59                                           |
| import ExecuteException                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/DefaultExecuteResultHandler_ESTest.java:13:1:13:48                          |
| import ExecuteException                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/ExecuteException_ESTest.java:10:1:10:48                                     |
| import ExecuteException                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec41Test.java:26:1:26:48                                           |
| import ExecuteException                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec60Test.java:27:1:27:48                                           |
| import ExecuteException                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:31:1:31:48                                           |
| import Executor                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec36Test.java:30:1:30:40                                           |
| import Executor                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec34Test.java:30:1:30:40                                           |
| import Executor                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec33Test.java:26:1:26:40                                           |
| import Executor                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec49Test.java:28:1:28:40                                           |
| import Executor                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec44Test.java:29:1:29:40                                           |
| import Executor                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec60Test.java:29:1:29:40                                           |
| import ExecuteWatchdog                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/ExecuteWatchdog_ESTest.java:16:1:16:47                                      |
| import ExecuteWatchdog                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec34Test.java:29:1:29:47                                           |
| import ExecuteWatchdog                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec41Test.java:27:1:27:47                                           |
| import ExecuteWatchdog                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec44Test.java:28:1:28:47                                           |
| import ExecuteWatchdog                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec60Test.java:28:1:28:47                                           |
| import ExecuteWatchdog                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec62Test.java:29:1:29:47                                           |
| import ExecuteWatchdog                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/issues/Exec65Test.java:32:1:32:47                                           |
| import TimeoutObserver                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/Watchdog_ESTest.java:14:1:14:47                                             |
| import Watchdog                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/ExecuteWatchdog_ESTest.java:17:1:17:40                                      |
