| BinaryEncoderAbstractTest            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/BinaryEncoderAbstractTest.java:25:23:25:47                   | testEncodeNull                                                                           | public       | void                       | V                                                              | testEncodeNull()                                                                           | Test             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/BinaryEncoderAbstractTest.java:36:17:36:30                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/BinaryEncoderAbstractTest.java:36:51:43:5                    |
| QuotedPrintableCodec            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:69:14:69:33                    | encodeQuotedPrintable2                       | final     | byte[]                 | [B                                                                              | encodeQuotedPrintable2(BitSet, byte[], boolean)                                            | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:263:32:263:53                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:264:73:318:5                   |
| QuotedPrintableCodec            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:69:14:69:33                    | encodeQuotedPrintable1                       | public    | byte[]                 | [B                                                                              | encodeQuotedPrintable1(BitSet, byte[])                                                     | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:244:32:244:53                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:244:99:246:5                   |
| QuotedPrintableCodec            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:69:14:69:33                    | encodeQuotedPrintable1                       | static    | byte[]                 | [B                                                                              | encodeQuotedPrintable1(BitSet, byte[])                                                     | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:244:32:244:53                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:244:99:246:5                   |
| QuotedPrintableCodec            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:69:14:69:33                    | encodeQuotedPrintable1                       | final     | byte[]                 | [B                                                                              | encodeQuotedPrintable1(BitSet, byte[])                                                     | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:244:32:244:53                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:244:99:246:5                   |
| QuotedPrintableCodec            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:69:14:69:33                    | QuotedPrintableCodec4                        | public    | QuotedPrintableCodec   | Lorg/apache/commons/codec/net/QuotedPrintableCodec;                             | QuotedPrintableCodec4()                                                                    | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:136:40:136:60                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:136:64:138:5                   |
| QuotedPrintableCodec            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:69:14:69:33                    | QuotedPrintableCodec4                        | static    | QuotedPrintableCodec   | Lorg/apache/commons/codec/net/QuotedPrintableCodec;                             | QuotedPrintableCodec4()                                                                    | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:136:40:136:60                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:136:64:138:5                   |
| QuotedPrintableCodec            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:69:14:69:33                    | QuotedPrintableCodec3                        | public    | QuotedPrintableCodec   | Lorg/apache/commons/codec/net/QuotedPrintableCodec;                             | QuotedPrintableCodec3(boolean)                                                             | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:132:40:132:60                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:132:84:134:5                   |
| QuotedPrintableCodec            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:69:14:69:33                    | QuotedPrintableCodec3                        | static    | QuotedPrintableCodec   | Lorg/apache/commons/codec/net/QuotedPrintableCodec;                             | QuotedPrintableCodec3(boolean)                                                             | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:132:40:132:60                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:132:84:134:5                   |
| QuotedPrintableCodec            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:69:14:69:33                    | QuotedPrintableCodec2                        | public    | QuotedPrintableCodec   | Lorg/apache/commons/codec/net/QuotedPrintableCodec;                             | QuotedPrintableCodec2(Charset)                                                             | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:128:40:128:60                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:128:85:130:5                   |
| QuotedPrintableCodec            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:69:14:69:33                    | QuotedPrintableCodec2                        | static    | QuotedPrintableCodec   | Lorg/apache/commons/codec/net/QuotedPrintableCodec;                             | QuotedPrintableCodec2(Charset)                                                             | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:128:40:128:60                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:128:85:130:5                   |
| QuotedPrintableCodec            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:69:14:69:33                    | QuotedPrintableCodec0                        | public    | QuotedPrintableCodec   | Lorg/apache/commons/codec/net/QuotedPrintableCodec;                             | QuotedPrintableCodec0(String)                                                              | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:121:40:121:60                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:124:49:126:5                   |
| QuotedPrintableCodec            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:69:14:69:33                    | QuotedPrintableCodec0                        | static    | QuotedPrintableCodec   | Lorg/apache/commons/codec/net/QuotedPrintableCodec;                             | QuotedPrintableCodec0(String)                                                              | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:121:40:121:60                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:124:49:126:5                   |
| QuotedPrintableCodec            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:69:14:69:33                    | QuotedPrintableCodec                         | public    | void                   | V                                                                               | QuotedPrintableCodec(int, String, Charset, boolean)                                        | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:105:12:105:31                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:109:35:119:5                   |
| QuotedPrintableCodec            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:69:14:69:33                    | isWhitespace                                 | static    | boolean                | Z                                                                               | isWhitespace(int)                                                                          | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:228:28:228:39                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:228:54:230:5                   |
| QuotedPrintableCodec            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:69:14:69:33                    | isWhitespace                                 | private   | boolean                | Z                                                                               | isWhitespace(int)                                                                          | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:228:28:228:39                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:228:54:230:5                   |
| QuotedPrintableCodec            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:69:14:69:33                    | encodeByte                                   | static    | int                    | I                                                                               | encodeByte(int, boolean, ByteArrayOutputStream)                                            | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:213:24:213:33                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:214:84:220:5                   |
| QuotedPrintableCodec            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:69:14:69:33                    | encodeByte                                   | private   | int                    | I                                                                               | encodeByte(int, boolean, ByteArrayOutputStream)                                            | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:213:24:213:33                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:214:84:220:5                   |
| QuotedPrintableCodec            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:69:14:69:33                    | getUnsignedOctet                             | static    | int                    | I                                                                               | getUnsignedOctet(int, byte[])                                                              | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:197:24:197:39                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:197:78:203:5                   |
| QuotedPrintableCodec            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:69:14:69:33                    | getUnsignedOctet                             | private   | int                    | I                                                                               | getUnsignedOctet(int, byte[])                                                              | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:197:24:197:39                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:197:78:203:5                   |
| QuotedPrintableCodec            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:69:14:69:33                    | encodeQuotedPrintable0                       | static    | int                    | I                                                                               | encodeQuotedPrintable0(int, ByteArrayOutputStream)                                         | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:180:30:180:51                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:181:62:188:5                   |
| QuotedPrintableCodec            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:69:14:69:33                    | encodeQuotedPrintable0                       | final     | int                    | I                                                                               | encodeQuotedPrintable0(int, ByteArrayOutputStream)                                         | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:180:30:180:51                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:181:62:188:5                   |
| QuotedPrintableCodec            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:69:14:69:33                    | encodeQuotedPrintable0                       | private   | int                    | I                                                                               | encodeQuotedPrintable0(int, ByteArrayOutputStream)                                         | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:180:30:180:51                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:181:62:188:5                   |
| QuotedPrintableCodec            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:69:14:69:33                    | <clinit>                                     | static    | void                   | V                                                                               | <clinit>()                                                                                 | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:69:14:69:33                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/QuotedPrintableCodec.java:69:14:69:33                    |
| QuotedPrintableCodecTest        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/net/QuotedPrintableCodecTest.java:31:14:31:37                | QuotedPrintableCodecTest                     | public    | void                   | V                                                                               | QuotedPrintableCodecTest()                                                                 | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/net/QuotedPrintableCodecTest.java:31:14:31:37                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/net/QuotedPrintableCodecTest.java:31:14:31:37                |
| QuotedPrintableCodecTest        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/net/QuotedPrintableCodecTest.java:31:14:31:37                | constructString                              | private   | String                 | Ljava/lang/String;                                                              | constructString(int[])                                                                     | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/net/QuotedPrintableCodecTest.java:41:20:41:34                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/net/QuotedPrintableCodecTest.java:41:62:49:5                 |
| QuotedPrintableCodecTest        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/net/QuotedPrintableCodecTest.java:31:14:31:37                | <clinit>                                     | static    | void                   | V                                                                               | <clinit>()                                                                                 | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/net/QuotedPrintableCodecTest.java:31:14:31:37                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/net/QuotedPrintableCodecTest.java:31:14:31:37                |
| RFC1522CodecTest                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/net/RFC1522CodecTest.java:28:14:28:29                        | RFC1522CodecTest                             | public    | void                   | V                                                                               | RFC1522CodecTest()                                                                         | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/net/RFC1522CodecTest.java:28:14:28:29                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/net/RFC1522CodecTest.java:28:14:28:29                        |
| RFC1522CodecTest                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/net/RFC1522CodecTest.java:28:14:28:29                        | assertExpectedDecoderException               | private   | void                   | V                                                                               | assertExpectedDecoderException(String)                                                     | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/net/RFC1522CodecTest.java:55:18:55:47                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/net/RFC1522CodecTest.java:55:82:62:5                         |
| URLCodec                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:46:14:46:21                                | getDefaultCharset                            | public    | String                 | Ljava/lang/String;                                                              | getDefaultCharset()                                                                        | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:360:19:360:35                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:360:39:362:5                               |
| URLCodec                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:46:14:46:21                                | decode3                                      | public    | Object                 | Ljava/lang/Object;                                                              | decode3(Object)                                                                            | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:341:19:341:25                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:341:69:353:5                               |
| URLCodec                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:46:14:46:21                                | encode3                                      | public    | Object                 | Ljava/lang/Object;                                                              | encode3(Object)                                                                            | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:313:19:313:25                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:313:69:325:5                               |
| URLCodec                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:46:14:46:21                                | decode2                                      | public    | String                 | Ljava/lang/String;                                                              | decode2(String)                                                                            | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:289:19:289:25                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:289:69:298:5                               |
| URLCodec                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:46:14:46:21                                | decode1                                      | public    | String                 | Ljava/lang/String;                                                              | decode1(String, String)                                                                    | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:267:19:267:25                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:268:67:273:5                               |
| URLCodec                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:46:14:46:21                                | decode                                       | public    | String                 | Ljava/lang/String;                                                              | decode(String, String)                                                                     | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:262:19:262:24                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:263:67:265:5                               |
| URLCodec                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:46:14:46:21                                | encode2                                      | public    | String                 | Ljava/lang/String;                                                              | encode2(String)                                                                            | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:241:19:241:25                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:241:69:250:5                               |
| URLCodec                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:46:14:46:21                                | encode1                                      | public    | String                 | Ljava/lang/String;                                                              | encode1(String, String)                                                                    | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:219:19:219:25                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:220:49:225:5                               |
| URLCodec                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:46:14:46:21                                | encode                                       | public    | String                 | Ljava/lang/String;                                                              | encode(String, String)                                                                     | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:214:19:214:24                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:215:49:217:5                               |
| URLCodec                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:46:14:46:21                                | decode0                                      | public    | byte[]                 | [B                                                                              | decode0(byte[])                                                                            | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:201:19:201:25                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:201:71:203:5                               |
| URLCodec                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:46:14:46:21                                | encode0                                      | public    | byte[]                 | [B                                                                              | encode0(byte[])                                                                            | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:184:19:184:25                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:184:47:186:5                               |
| URLCodec                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:46:14:46:21                                | decodeUrl                                    | public    | byte[]                 | [B                                                                              | decodeUrl(byte[])                                                                          | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:148:32:148:40                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:148:86:170:5                               |
| URLCodec                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:46:14:46:21                                | decodeUrl                                    | static    | byte[]                 | [B                                                                              | decodeUrl(byte[])                                                                          | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:148:32:148:40                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:148:86:170:5                               |
| URLCodec                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:46:14:46:21                                | decodeUrl                                    | final     | byte[]                 | [B                                                                              | decodeUrl(byte[])                                                                          | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:148:32:148:40                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:148:86:170:5                               |
| URLCodec                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:46:14:46:21                                | encodeUrl                                    | public    | byte[]                 | [B                                                                              | encodeUrl(BitSet, byte[])                                                                  | null | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:110:32:110:40                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/main/java/org/apache/commons/codec/net/URLCodec.java:110:78:138:5                               |
