| CreditCardType | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/CreditCardValidator.java:185:22:185:35          | matches   | matches(String)   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/CreditCardValidator.java:197:17:197:23          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/CreditCardValidator.java:197:17:197:23          |
| CalendarValidator                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CalendarValidator.java:81:14:81:30                        | CalendarValidator1                             | CalendarValidator1()                                                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CalendarValidator.java:101:37:101:54                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CalendarValidator.java:101:58:103:5                       |
| CalendarValidator                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CalendarValidator.java:81:14:81:30                        | CalendarValidator                              | CalendarValidator(boolean, int)                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CalendarValidator.java:97:12:97:28                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CalendarValidator.java:97:61:99:5                         |
| CalendarValidator                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CalendarValidator.java:81:14:81:30                        | getInstance                                    | getInstance()                                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CalendarValidator.java:92:37:92:47                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CalendarValidator.java:92:51:94:5                         |
| CalendarValidator                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CalendarValidator.java:81:14:81:30                        | <clinit>                                       | <clinit>()                                                                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CalendarValidator.java:81:14:81:30                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CalendarValidator.java:81:14:81:30                        |
| CalendarValidatorTest                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidatorTest.java:31:14:31:34                    | testAdjustToTimeZone                           | testAdjustToTimeZone()                                                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidatorTest.java:294:17:294:36                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidatorTest.java:294:40:332:5                   |
| CalendarValidatorTest                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidatorTest.java:31:14:31:34                    | testFormat                                     | testFormat()                                                                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidatorTest.java:256:17:256:26                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidatorTest.java:256:30:291:5                   |
| CalendarValidatorTest                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidatorTest.java:31:14:31:34                    | testDateTimeStyle                              | testDateTimeStyle()                                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidatorTest.java:234:17:234:33                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidatorTest.java:234:37:252:5                   |
| CalendarValidatorTest                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidatorTest.java:31:14:31:34                    | testCompare                                    | testCompare()                                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidatorTest.java:136:17:136:27                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidatorTest.java:136:31:231:5                   |
| CalendarValidatorTest                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidatorTest.java:31:14:31:34                    | testCalendarValidatorMethods                   | testCalendarValidatorMethods()                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidatorTest.java:55:17:55:44                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidatorTest.java:55:48:133:5                    |
| CalendarValidatorTest                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidatorTest.java:31:14:31:34                    | setUp                                          | setUp()                                                                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidatorTest.java:48:20:48:24                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidatorTest.java:48:45:52:5                     |
| CalendarValidatorTest                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidatorTest.java:31:14:31:34                    | CalendarValidatorTest                          | CalendarValidatorTest(String)                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidatorTest.java:43:12:43:32                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidatorTest.java:43:47:45:5                     |
| CalendarValidatorTest                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidatorTest.java:31:14:31:34                    | <clinit>                                       | <clinit>()                                                                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidatorTest.java:31:14:31:34                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidatorTest.java:31:14:31:34                    |
| CodeValidator                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:71:20:71:32                            | validate                                       | validate(String)                                                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:245:19:245:26                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:245:42:273:5                           |
| CodeValidator                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:71:20:71:32                            | isValid                                        | isValid(String)                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:232:20:232:26                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:232:42:234:5                           |
| CodeValidator                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:71:20:71:32                            | getRegexValidator                              | getRegexValidator()                                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:216:27:216:43                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:216:47:218:5                           |
| CodeValidator                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:71:20:71:32                            | getMaxLength                                   | getMaxLength()                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:204:16:204:27                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:204:31:206:5                           |
| CodeValidator                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:71:20:71:32                            | getMinLength                                   | getMinLength()                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:193:16:193:27                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:193:31:195:5                           |
| CodeValidator                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:71:20:71:32                            | getCheckDigit                                  | getCheckDigit()                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:182:23:182:35                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:182:39:184:5                           |
| CodeValidator                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:71:20:71:32                            | CodeValidator5                                 | CodeValidator5(String, CheckDigit)                                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:125:33:125:46                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:125:85:127:5                           |
| CodeValidator                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:71:20:71:32                            | CodeValidator4                                 | CodeValidator4(String, int, CheckDigit)                                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:121:33:121:46                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:121:97:123:5                           |
| CodeValidator                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:71:20:71:32                            | CodeValidator2                                 | CodeValidator2(RegexValidator, CheckDigit)                                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:116:33:116:46                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:117:67:119:5                           |
| CodeValidator                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:71:20:71:32                            | CodeValidator1                                 | CodeValidator1(RegexValidator, int, CheckDigit)                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:111:33:111:46                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:112:79:114:5                           |
| CodeValidator                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:71:20:71:32                            | CodeValidator                                  | CodeValidator(int, CheckDigit, int, RegexValidator, int, String)                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:87:12:87:24                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:93:27:109:5                            |
| CodeValidator                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:71:20:71:32                            | <clinit>                                       | <clinit>()                                                                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:71:20:71:32                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CodeValidator.java:71:20:71:32                            |
| RegexValidator                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:64:14:64:27                           | toString                                       | toString()                                                                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:207:19:207:26                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:207:30:218:5                          |
| RegexValidator                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:64:14:64:27                           | validate                                       | validate(String)                                                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:177:19:177:26                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:177:42:199:5                          |
| RegexValidator                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:64:14:64:27                           | match                                          | match(String)                                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:151:21:151:25                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:151:41:167:5                          |
| RegexValidator                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:64:14:64:27                           | isValid                                        | isValid(String)                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:132:20:132:26                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:132:42:142:5                          |
| RegexValidator                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:64:14:64:27                           | RegexValidator3                                | RegexValidator3(String)                                                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:98:34:98:48                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:98:64:100:5                           |
| RegexValidator                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:64:14:64:27                           | RegexValidator2                                | RegexValidator2(String, boolean)                                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:94:34:94:48                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:94:87:96:5                            |
| RegexValidator                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:64:14:64:27                           | RegexValidator1                                | RegexValidator1(String[])                                                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:90:34:90:48                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:90:67:92:5                            |
| RegexValidator                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:64:14:64:27                           | RegexValidator                                 | RegexValidator(String[], boolean)                                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:75:12:75:25                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:75:67:88:5                            |
| RegexValidator                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:64:14:64:27                           | <clinit>                                       | <clinit>()                                                                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:64:14:64:27                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:64:14:64:27                           |
| CodeValidatorTest                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:30:14:30:30                        | testConstructors                               | testConstructors()                                                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:214:17:214:32                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:214:36:281:5                       |
| CodeValidatorTest                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:30:14:30:30                        | testValidator294_2                             | testValidator294_2()                                                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:207:17:207:34                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:207:38:211:5                       |
| CodeValidatorTest                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:30:14:30:30                        | testValidator294_1                             | testValidator294_1()                                                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:199:17:199:34                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:199:38:205:5                       |
| CodeValidatorTest                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:30:14:30:30                        | testNoInput                                    | testNoInput()                                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:190:17:190:27                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:190:31:197:5                       |
| CodeValidatorTest                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:30:14:30:30                        | testRegex                                      | testRegex()                                                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:141:17:141:25                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:141:29:187:5                       |
| CodeValidatorTest                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:30:14:30:30                        | testLength                                     | testLength()                                                                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:82:17:82:26                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:82:30:138:5                        |
| CodeValidatorTest                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:30:14:30:30                        | testCheckDigit                                 | testCheckDigit()                                                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:58:17:58:30                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:58:34:79:5                         |
| CodeValidatorTest                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:30:14:30:30                        | tearDown                                       | tearDown()                                                                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:53:20:53:27                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:53:48:55:5                         |
| CodeValidatorTest                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:30:14:30:30                        | setUp                                          | setUp()                                                                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:45:20:45:24                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:45:45:47:5                         |
| CodeValidatorTest                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:30:14:30:30                        | CodeValidatorTest                              | CodeValidatorTest(String)                                                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:37:12:37:28                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:37:43:39:5                         |
| CreditCardRange                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CreditCardValidator.java:88:25:88:39                      | CreditCardRange                                | CreditCardRange(int, String, String, int, int, int[])                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CreditCardValidator.java:108:16:108:30                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CreditCardValidator.java:109:100:123:9                    |
| CreditCardValidator                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CreditCardValidator.java:75:14:75:32                      | createRangeValidator                           | createRangeValidator(CreditCardRange[], CheckDigit)                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CreditCardValidator.java:467:26:467:45                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CreditCardValidator.java:468:84:508:5                     |
| CreditCardValidator                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CreditCardValidator.java:75:14:75:32                      | validLength                                    | validLength(int, CreditCardRange)                                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CreditCardValidator.java:455:20:455:30                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CreditCardValidator.java:455:72:465:5                     |
| CreditCardValidator                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CreditCardValidator.java:75:14:75:32                      | validate                                       | validate(String)                                                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CreditCardValidator.java:441:19:441:26                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CreditCardValidator.java:441:41:453:5                     |
| CreditCardValidator                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CreditCardValidator.java:75:14:75:32                      | isValid                                        | isValid(String)                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CreditCardValidator.java:423:20:423:26                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-validator/src/main/java/org/apache/commons/validator/routines/CreditCardValidator.java:423:41:433:5                     |
