| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:782:13:802:25                  | <clinit>                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:157:20:157:28                  | CSVFormat                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1317:12:1317:20              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1388:9:1388:45             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertNull                    | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1388:20:1388:44            | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | getNullString                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1633:19:1633:31              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1390:9:1390:59             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertFalse                   | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1390:21:1390:58            | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | getIgnoreSurroundingSpaces    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1616:20:1616:45              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1391:9:1391:50             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertNull                    | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1391:20:1391:49            | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | getEscapeCharacter            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1566:22:1566:39              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1393:9:1393:55             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertFalse                   | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1393:21:1393:54            | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | getIgnoreHeaderCase           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1606:20:1606:38              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1394:9:1394:47             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertNull                    | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1394:20:1394:46            | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | getQuoteMode                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1651:22:1651:33              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1396:9:1396:54             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertTrue                    | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1396:20:1396:53            | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | getIgnoreEmptyLines           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1595:20:1595:38              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1397:9:1397:62             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertFalse                   | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1397:21:1397:61            | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | getIgnoreSurroundingSpaces    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1616:20:1616:45              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1399:9:1399:53             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertNull                    | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1399:20:1399:52            | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | getEscapeCharacter            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1566:22:1566:39              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1400:9:1400:43             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertFalse                   | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1400:21:1400:42            | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | getTrim                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1689:20:1689:26              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1402:9:1402:56             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertFalse                   | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1402:21:1402:55            | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | isEscapeCharacterSet          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1767:20:1767:39              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1403:9:1403:54             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertTrue                    | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1403:20:1403:53            | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | isQuoteCharacterSet           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1785:20:1785:38              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1405:9:1405:55             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertFalse                   | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1405:21:1405:54            | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | getSkipHeaderRecord           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1669:20:1669:38              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1406:9:1406:67             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertEquals                  | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1406:35:1406:66            | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | getQuoteCharacter             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1642:22:1642:38              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1408:9:1408:62             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertFalse                   | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1408:21:1408:61            | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | getAllowMissingColumnNames    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1507:20:1507:45              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1409:9:1409:48             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertNull                    | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1409:20:1409:47            | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | getNullString                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1633:19:1633:31              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1411:9:1411:51             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertFalse                   | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1411:21:1411:50            | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | isNullStringSet               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1776:20:1776:34              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1412:9:1412:56             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertFalse                   | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1412:21:1412:55            | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | getTrailingDelimiter          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1679:20:1679:39              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1414:9:1414:63             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertEquals                  | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1414:30:1414:62            | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | getRecordSeparator            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1660:19:1660:36              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1415:9:1415:54             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertEquals                  | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1415:27:1415:53            | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | getDelimiter                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1537:17:1537:28              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1417:9:1417:51             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertNull                    | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1417:20:1417:50            | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | getCommentMarker              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1526:22:1526:37              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1418:9:1418:54             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertFalse                   | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1418:21:1418:53            | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | isCommentMarkerSet            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1727:20:1727:37              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1420:9:1420:46             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertNotSame                 | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1421:9:1421:46             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertNotSame                 | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1423:9:1423:59             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertNotEquals               | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1427:9:1427:64             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertEquals                  | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1427:35:1427:63            | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | getQuoteCharacter             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1642:22:1642:38              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1428:9:1428:51             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertFalse                   | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1428:21:1428:50            | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | isCommentMarkerSet            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1727:20:1727:37              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1430:9:1430:53             | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | assertFalse                   | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.9.1/junit-jupiter-api-5.9.1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1430:21:1430:52            | testWithHeaderComments                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:1332:17:1332:38            | isEscapeCharacterSet          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1767:20:1767:39              |
