| CSVParserFactory | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/PerformanceTest.java:43:23:43:38 | createParser | createParser() | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/PerformanceTest.java:44:19:44:30 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/PerformanceTest.java:44:19:44:30 |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testParseNullFileFormat                                                 | testParseNullFileFormat()                                                                                                                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:900:17:900:39              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:900:43:904:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testParseFileNullFormat                                                 | testParseFileNullFormat()                                                                                                                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:889:17:889:39              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:889:43:897:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testNotValueCSV                                                         | testNotValueCSV()                                                                                                                                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:879:17:879:31              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:879:54:886:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testNoHeaderMap                                                         | testNoHeaderMap()                                                                                                                                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:872:17:872:31              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:872:52:876:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testNewCSVParserReaderNullFormat                                        | testNewCSVParserReaderNullFormat()                                                                                                                                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:867:17:867:48              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:867:52:869:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testNewCSVParserNullReaderFormat                                        | testNewCSVParserNullReaderFormat()                                                                                                                                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:862:17:862:48              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:862:52:864:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testMultipleIterators                                                   | testMultipleIterators()                                                                                                                                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:844:17:844:37              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:844:58:859:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testMongoDbCsv                                                          | testMongoDbCsv()                                                                                                                                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:825:17:825:30              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:825:51:841:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testLineFeedEndings                                                     | testLineFeedEndings()                                                                                                                                                                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:815:17:815:35              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:815:58:821:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testIteratorSequenceBreaking                                            | testIteratorSequenceBreaking()                                                                                                                                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:759:17:759:44              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:759:67:812:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testIterator                                                            | testIterator()                                                                                                                                                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:738:17:738:28              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:738:49:756:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testInvalidFormat                                                       | testInvalidFormat()                                                                                                                                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:733:17:733:33              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:733:37:735:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testIgnoreEmptyLines                                                    | testIgnoreEmptyLines()                                                                                                                                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:724:17:724:36              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:724:59:730:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testGetRecordWithMultiLineValues                                        | testGetRecordWithMultiLineValues()                                                                                                                                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:693:17:693:48              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:693:69:721:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testGetRecords                                                          | testGetRecords()                                                                                                                                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:680:17:680:30              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:680:53:690:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testGetRecordPositionWithLF                                             | testGetRecordPositionWithLF()                                                                                                                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:675:17:675:43              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:675:64:677:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testGetRecordPositionWithCRLF                                           | testGetRecordPositionWithCRLF()                                                                                                                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:670:17:670:45              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:670:66:672:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testGetRecordNumberWithLF                                               | testGetRecordNumberWithLF()                                                                                                                                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:665:17:665:41              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:665:62:667:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testGetRecordNumberWithCRLF                                             | testGetRecordNumberWithCRLF()                                                                                                                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:660:17:660:43              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:660:64:662:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testGetRecordNumberWithCR                                               | testGetRecordNumberWithCR()                                                                                                                                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:655:17:655:41              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:655:62:657:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testGetOneLineOneParser                                                 | testGetOneLineOneParser()                                                                                                                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:639:17:639:39              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:639:62:652:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testGetOneLine                                                          | testGetOneLine()                                                                                                                                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:625:17:625:30              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:625:53:630:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testGetLineNumberWithLF                                                 | testGetLineNumberWithLF()                                                                                                                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:620:17:620:39              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:620:60:622:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testGetLineNumberWithCRLF                                               | testGetLineNumberWithCRLF()                                                                                                                                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:615:17:615:41              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:615:62:617:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testGetLineNumberWithCR                                                 | testGetLineNumberWithCR()                                                                                                                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:610:17:610:39              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:610:60:612:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testGetLine                                                             | testGetLine()                                                                                                                                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:598:17:598:27              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:598:50:607:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testForEach                                                             | testForEach()                                                                                                                                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:583:17:583:27              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:583:48:595:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testFirstEndOfLineLf                                                    | testFirstEndOfLineLf()                                                                                                                                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:573:17:573:36              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:573:59:580:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testFirstEndOfLineCrLf                                                  | testFirstEndOfLineCrLf()                                                                                                                                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:563:17:563:38              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:563:61:570:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testFirstEndOfLineCr                                                    | testFirstEndOfLineCr()                                                                                                                                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:553:17:553:36              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:553:59:560:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testExcelFormat2                                                        | testExcelFormat2()                                                                                                                                                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:535:17:535:32              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:535:53:546:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testExcelFormat1                                                        | testExcelFormat1()                                                                                                                                                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:513:17:513:32              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:513:55:532:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testEndOfFileBehaviorExcel                                              | testEndOfFileBehaviorExcel()                                                                                                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:483:17:483:42              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:483:63:510:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testEndOfFileBehaviorCSV                                                | testEndOfFileBehaviorCSV()                                                                                                                                                                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:455:17:455:40              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:455:61:480:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testEmptyString                                                         | testEmptyString()                                                                                                                                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:448:17:448:31              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:448:52:452:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testEmptyLineBehaviorExcel                                              | testEmptyLineBehaviorExcel()                                                                                                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:426:17:426:42              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:426:63:445:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testEmptyLineBehaviorCSV                                                | testEmptyLineBehaviorCSV()                                                                                                                                                                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:406:17:406:40              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:406:61:423:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testEmptyFile                                                           | testEmptyFile()                                                                                                                                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:395:17:395:29              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:395:50:403:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testDefaultFormat                                                       | testDefaultFormat()                                                                                                                                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:363:17:363:33              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:363:56:392:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testCSV57                                                               | testCSV57()                                                                                                                                                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:354:17:354:25              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:354:46:360:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testCSV235                                                              | testCSV235()                                                                                                                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:340:17:340:26              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:340:49:351:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testCSV141RFC4180                                                       | testCSV141RFC4180()                                                                                                                                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:335:17:335:33              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:335:54:337:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testCSV141Excel                                                         | testCSV141Excel()                                                                                                                                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:268:17:268:31              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:268:52:270:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testCSV141CSVFormat_POSTGRESQL_CSV                                      | testCSV141CSVFormat_POSTGRESQL_CSV()                                                                                                                                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:262:17:262:50              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:262:71:264:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testCSV141CSVFormat_ORACLE                                              | testCSV141CSVFormat_ORACLE()                                                                                                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:257:17:257:42              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:257:63:259:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testCSV141CSVFormat_INFORMIX_UNLOAD_CSV                                 | testCSV141CSVFormat_INFORMIX_UNLOAD_CSV()                                                                                                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:252:17:252:55              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:252:76:254:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testCSV141CSVFormat_INFORMIX_UNLOAD                                     | testCSV141CSVFormat_INFORMIX_UNLOAD()                                                                                                                                                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:247:17:247:51              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:247:72:249:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testCSV141CSVFormat_DEFAULT                                             | testCSV141CSVFormat_DEFAULT()                                                                                                                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:242:17:242:43              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:242:64:244:5              |
| CSVParserTest                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:61:14:61:26              | testCarriageReturnLineFeedEndings                                       | testCarriageReturnLineFeedEndings()                                                                                                                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:233:17:233:49              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVParserTest.java:233:72:239:5              |
